"","Band.Number","Band.Size","Specie.Name","Specie.Code","Date","Location","Session","date2","year","month","day","location2","Habitat","session2","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund"
"2707","A52946","X","COLIBRI CORUSCANS","COCO","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",4,"L","F","C"
"2708","A52965","X","ERIOCNEMIS VESTITUS","ERVE","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U","D",1,"L","F","C"
"2709","A52940","X","COELIGENA IRIS","COIR","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"2710","A52966","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2711","A52967","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2712","A50297","X","COELIGENA IRIS","COIR","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"2713","A52933","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2714","A52968","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2715","A52947","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2716","A52948","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2717","A52949","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2718","A52950","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2719","A50261","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2720","A50299","X","PTEROPHANES CYANOPTERUS","PTCY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"2721","A52951","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2722","A52952","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2723","A52970","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2724","A52971","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2725","A52972","X","METALLURA BARONI","MEBA","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"2726","A52973","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2727","A50320","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2728","A50319","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2729","A50296","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2730","A50298","X","COELIGENA IRIS","COIR","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"2731","A52976","X","METALLURA BARONI","MEBA","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"2732","A52975","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2733","A52974","X","METALLURA BARONI","MEBA","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"2734","A50300","X","ERIOCNEMIS LUCIANI","ERLU","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2735","A52979","X","METALLURA TYRIANTHINA","METY","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2736","A50301","X","LESBIA VICTORIAE","LEVI","3-Aug-11","LLAV","SEGUNDA 11",2011-08-03,2011,8,3,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"2737","417","RE","OCHTHOECA FRONTALIS","OCFR","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","F",2,"L","U","F"
"2738","1303","RE","HELLMAYREA GULARIS","HEGU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","F",2,"L","U","U"
"2739","1A091","RE","TANGARA VASSORII","TAVA","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",3,"O","C","F",3,"L","F","F"
"2740","A50287","RE","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2741","A52933","RE","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2742","1303","RE","HELLMAYREA GULARIS","HEGU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",2,"I","U","F",2,"L","U","U"
"2743","1399","1","SCYTALOPUS LATRANS","SCLA","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",3,"I","U","F",1,"L","C","C"
"2744","1A102","1A","BUARREMON TORQUATUS","BUTO","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"2745","1B306","1B","SYNALLAXIS AZARAE","SYAZ","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",3,"I","U","E",2,"L","C","C"
"2746","A52977","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2747","A50371","X","LESBIA VICTORIAE","LEVI","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",3,"L","U","F"
"2748","A50372","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2749","A50373","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2750","A50374","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2751","A50302","X","COLIBRI CORUSCANS","COCO","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","N",4,"L","F","C"
"2752","A52980","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2753","A50375","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2754","A50376","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2755","A50377","X","COELIGENA IRIS","COIR","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"2756","A50378","X","COELIGENA IRIS","COIR","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"2757","A50351","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2758","A50303","X","PTEROPHANES CYANOPTERUS","PTCY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"2759","A50379","X","HELIANGELUS VIOLA","HEVI","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"2760","A50380","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2761","A50352","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2762","A50381","X","ERIOCNEMIS LUCIANI","ERLU","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"2763","A50353","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2764","A50354","X","METALLURA BARONI","MEBA","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"2765","A50355","X","METALLURA TYRIANTHINA","METY","4-Aug-11","LLAV","SEGUNDA 11",2011-08-04,2011,8,4,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"2766","1B307","1B","SYNALLAXIS AZARAE","SYAZ","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"2767","1B308","1B","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2768","1400","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2769","1401","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2770","1402","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2771","1403","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2772","1404","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2773","1405","1","CATAMENIA INORNATA","CAIN","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2774","1406","1","CATAMENIA INORNATA","CAIN","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2775","1407","1","CATAMENIA INORNATA","CAIN","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2776","1408","1","CATAMENIA INORNATA","CAIN","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2777","1409","1","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2778","1410","1","HELLMAYREA GULARIS","HEGU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"I","U","F",2,"L","U","U"
"2779","A52974","RE","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2780","1164","RE","SYNALLAXIS AZARAE","SYAZ","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"2781","A52957","RE","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2782","A52972","RE","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2783","417","RE","OCHTHOECA FRONTALIS","OCFR","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"I","U","F",2,"L","U","F"
"2784","A50261","RE","ERIOCNEMIS LUCIANI","ERLU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"2785","353","RE","CATAMENIA INORNATA","CAIN","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2786","A52907","RE","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2787","99","RE","DIGLOSSA HUMERALIS","DIHU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2788","417","RE","OCHTHOECA FRONTALIS","OCFR","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"I","U","F",2,"L","U","F"
"2789","A50226","RE","ERIOCNEMIS LUCIANI","ERLU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"2790","0A143","RE","MYIOBORUS MELANOCEPHALUS","MYME","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"2791","1B111","RE","ZONOTRICHIA CAPENSIS","ZOCA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"2792","A50356","X","LESBIA VICTORIAE","LEVI","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","N",3,"L","U","F"
"2793","A50357","X","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2794","A50358","X","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2795","A50382","X","ERIOCNEMIS LUCIANI","ERLU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"2796","A50359","X","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2797","A50383","X","LAFRESNAYA LAFRESNAYI","LALA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"2798","A50384","X","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2799","A50385","X","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2800","A50386","X","LESBIA VICTORIAE","LEVI","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","N",3,"L","U","F"
"2801","A50387","X","LAFRESNAYA LAFRESNAYI","LALA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"2802","A50400","X","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2803","A50388","X","ERIOCNEMIS LUCIANI","ERLU","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","F",2,"L","F","F"
"2804","A50304","X","PTEROPHANES CYANOPTERUS","PTCY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"N","U/M","D",2,"S","R","F"
"2805","A50360","X","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2806","A50361","X","METALLURA BARONI","MEBA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","D",3,"S","C","F"
"2807","A50362","X","METALLURA TYRIANTHINA","METY","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",1,"N","U/M","D",3,"L","C","C"
"2808","443","0","OCHTHOECA FRONTALIS","OCFR","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",2,"I","U","F",2,"L","U","F"
"2809","1A103","1A","ZONOTRICHIA CAPENSIS","ZOCA","12-Nov-11","LLAV","TERCERA 11",2011-11-12,2011,11,12,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"2810","444","0","MYIOBORUS MELANOCEPHALUS","MYME","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"I","M/C","F",2,"L","C","C"
"2811","1B309","1B","CATAMENIA INORNATA","CAIN","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2812","1411","1","DIGLOSSA HUMERALIS","DIHU","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2813","1412","1","DIGLOSSA HUMERALIS","DIHU","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2814","1413","1","ZONOTRICHIA CAPENSIS","ZOCA","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"2815","1414","1","DIGLOSSA HUMERALIS","DIHU","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2816","1415","1","DIGLOSSA HUMERALIS","DIHU","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"O","U/C","N",4,"L","F","F"
"2817","1416","1","CATAMENIA INORNATA","CAIN","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",2,"G","T/U","N",5,"L","C","F"
"2818","A50392","X","LAFRESNAYA LAFRESNAYI","LALA","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"2819","A50389","X","LAFRESNAYA LAFRESNAYI","LALA","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",1,"N","U","F",2,"L","F","F"
"2820","A50394","X","LESBIA NUNA","LENU","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",1,"N","U/C","N",4,"L","R","F"
"2821","1B093","RE","SYNALLAXIS AZARAE","SYAZ","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",3,"I","U","E",2,"L","C","C"
"2822","1B029","RE","ZONOTRICHIA CAPENSIS","ZOCA","13-Nov-11","LLAV","TERCERA 11",2011-11-13,2011,11,13,"Llaviucu","forest.sec","TERCERA",3,"G","T/U","N",7,"L","C","C"
"2823","2075","2","GRALLARIA RUFULA","GRRU","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",4,"I","T","F",2,"L","F","C"
"2824","1417","1","BASILEUTERUS NIGROCRISTATUS","BANI","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"I","U/M","E",4,"L","F","C"
"2825","1418","1","THLYPOPSIS ORNATA","THOR","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"I","U/C","N",3,"L","U","F"
"2826","1419","1","SCYTALOPUS LATRANS","SCLA","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",3,"I","U","F",1,"L","C","C"
"2827","1420","1","DIGLOSSOPIS CYANEA","DICY","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"2828","1421","1","BASILEUTERUS NIGROCRISTATUS","BANI","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"I","U/M","E",4,"L","F","C"
"2829","1422","1","DIGLOSSOPIS CYANEA","DICY","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
"2830","1423","1","BASILEUTERUS CORONATUS","BACO","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"I","U","F",2,"L","C","C"
"2831","1424","1","MYIOBORUS MELANOCEPHALUS","MYME","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"I","M/C","F",2,"L","C","C"
"2832","1B310","1B","SYNALLAXIS AZARAE","SYAZ","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",3,"I","U","E",2,"L","C","C"
"2833","1B311","1B","TANGARA VASSORII","TAVA","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",3,"O","C","F",3,"L","F","F"
"2834","1B313","1B","TANGARA VASSORII","TAVA","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",3,"O","C","F",3,"L","F","F"
"2835","1B314","1B","DIGLOSSOPIS CYANEA","DICY","19-Nov-11","MAIN","TERCERA 11",2011-11-19,2011,11,19,"Mazan","forest.intro","TERCERA",2,"O","C","F",2,"L","F","C"
